0.0,68.829
1.0226876355395498,68.862
1.9940789058095383,68.868
2.9991709413394223,68.847
3.9930929704716878,68.825
4.983238414448604,68.806
5.996514290124859,68.825
6.974768347008177,68.778
7.988391551203953,68.782
8.969426209091832,68.787
9.953979407099045,68.756
10.95831102571506,68.717
11.97675739142131,68.651
12.976473851258683,68.597
13.97396119462481,68.595
14.985665202596197,68.614
15.981559273428397,68.588
16.97717466107637,68.562
18.00352986277211,68.551
18.998224288151373,68.529
19.984215160225222,68.461
